,total_perc_change,new_case_count_sum,religion,civic,charitable,fraternal,union,voteage,local,state,federal,politicalacts,ethnic,ethnichpn,education,incomeequal,employ,genderincome,language,commu,nonelder
"Marion County, Oregon",-0.037349866,6080,0.03709004,0.10866666,0.3767313,0.24535316,0.38518518,0.39731264,0.16210118,0.20085903,0.053819135,0.19883889,0.58304054,0.28905767,0.63441956,0.5091324,0.47635525,0.0335294,0.74658835,0.9269704,0.9999214
"Hudson County, New Jersey",-0.037213279,16529,0.013707652,0.10866666,0.1966759,0.07063197,0.34320986,0.31127897,0.15225334,0.060194083,0.081167,0.12917271,0.17467433,0.0264256,0.59572303,0.3584475,0.55824685,0.17480147,0.39634147,0.7869397,0.9999679
"La Crosse County, Wisconsin",-0.037151378,807,0.040904965,0.10866666,0.41135734,0.29739776,0.3530864,0.61814034,0.15078714,0.07608731,0.068116724,0.4034833,0.8108081,0.9411505,0.7718941,0.5022831,0.6435986,0.05112052,0.93937147,0.8944772,0.9997817
"Greene County, Arkansas",-0.03702862,1118,0.14461096,0.048899993,0.4833795,0.302974,0.24197531,0.56721514,0.1090724,0.11413226,0.061786305,0.44992742,0.92866194,0.9191257,0.66700613,0.53881276,0.4913495,0.41598547,0.97781825,0.7053746,0.9993511
"Becker County, Minnesota",-0.036974257,728,0.12596759,0.10323332,0.43490306,0.34386617,0.4345679,0.5858465,0.17783545,0.07237974,0.07823905,0.35703918,0.72751933,0.9440415,0.64154786,0.49086756,0.5893887,0.13636523,0.9592851,0.91456556,0.99899125
"Chautauqua County, New York",-0.036562005,1510,0.09299296,0.09779999,0.34210527,0.31784385,0.38765433,0.6144863,0.24689287,0.12855938,0.036874723,0.30478954,0.84227246,0.7860438,0.6099796,0.4977169,0.48096886,0.06190169,0.9260405,0.8461036,0.9997795
"Clay County, Missouri",-0.036364871,2060,0.04093954,0.10323332,0.4293629,0.31598514,0.40987656,0.5344465,0.1550838,0.04705213,0.1182196,0.35849056,0.7396496,0.7887888,0.71283096,0.586758,0.6655133,0.0844357,0.9277765,0.9392752,0.99989825
"Adams County, Colorado",-0.03634742,13511,0.010275439,0.10866666,0.3434903,0.17843866,0.3654321,0.36336383,0.13867839,0.05608947,0.09747158,0.29898402,0.49146378,0.069775045,0.5692464,0.55251145,0.60668975,0.048834562,0.7162282,0.8656265,0.99996144
"Greene County, Pennsylvania",-0.035919128,670,0.15239531,0.06519999,0.2132964,0.24907063,0.40493828,0.6672592,0.1549024,0.13677242,0.06548538,0.17997098,0.87819993,0.9548831,0.6130346,0.4931507,0.43367937,0.12128681,0.97236407,0.914422,0.99927056
"Kalamazoo County, Michigan",-0.035857942,7993,0.036082085,0.09779999,0.88088644,1,0.86419755,0.58068466,0.111363575,0.10080197,0.0488232,0.6415094,0.6074138,0.85484266,0.7617108,0.4086758,0.49942333,0.044297576,0.93611133,0.912291,0.9999065
"Passaic County, New Jersey",-0.035729967,14655,0.018074276,0.10323332,0.31717452,0.26208177,0.39012346,0.3737355,0.1547738,0.05878452,0.051964514,0.21480407,0.25774282,0.08169037,0.59775966,0.41552514,0.5363322,0.09631598,0.51982033,0.8221824,0.99995404
"Morgan County, Alabama",-0.03571336,1442,0.123713806,0.10866666,0.29639888,0.30855018,0.38765433,0.5360566,0.12916516,0.07417143,0.12287214,0.29898402,0.6017556,0.7468475,0.5845214,0.47031963,0.4936563,0.13226873,0.9297525,0.91736597,0.9997744
"Midland County, Michigan",-0.035516617,2495,0.051498767,0.09779999,0.433518,0.3494424,0.4345679,0.5660484,0.12073532,0.06450223,0.047654632,0.3773585,0.85806704,0.91832054,0.6934827,0.41552514,0.48212227,0.044870317,0.9522447,0.86787343,0.9996844
"Hendry County, Florida",-0.035207891,919,0.08062692,0.08693332,0.5470914,0.2639405,0.5604938,0.24641654,0.2663458,0.073320284,0.044732224,0.54426706,0.35079825,0.002097011,0.3940937,0.5091324,0.37600923,0.029714048,0.56604165,0.8174164,0.9994743
"Manatee County, Florida",-0.035041273,11774,0.025252016,0.09779999,0.5290859,0.4070632,0.3580247,0.53888094,0.19038261,0.040624794,0.059626993,0.32510886,0.61698794,0.51972574,0.55906314,0.42465752,0.43367937,0.07158464,0.8326978,0.8953362,0.999873
"San Benito County, California",-0.034942102,607,0.012224458,0.048899993,0.46398893,0.21003717,0.50864196,0.28896317,0.20787038,0.06858855,0.027442353,0.61538464,0.37272757,0.009027779,0.56313646,0.5273973,0.5224914,0.14847076,0.5845076,0.963676,0.9996585
"Hopkins County, Texas",-0.034882384,875,0.1539613,0.05976666,0.41551247,0.3197026,0.2765432,0.4837966,0.14285417,0.111597516,0.06199802,0.4310595,0.70352983,0.5144545,0.60488796,0.48401827,0.5132641,0.1772458,0.8592823,0.8548358,0.99916047
"Pottawatomie County, Oklahoma",-0.034692346,801,0.118103065,0.06519999,0.31717452,0.26022306,0.4419753,0.56891423,0.18650553,0.10966392,0.25372094,0.3773585,0.49800652,0.84367424,0.6496945,0.48630136,0.5074971,0.0842582,0.9645983,0.81595945,0.9996161
"Douglas County, Colorado",-0.034484001,9466,0.00466746,0.10866666,0.61357343,0.32713756,0.45925927,0.44542807,0.15648971,0.0363175,0.07298055,0.31204644,0.7752339,0.7301793,0.6731161,0.6164384,0.71972317,0.036472976,0.90532005,0.9530968,0.99994653
"Sampson County, North Carolina",-0.03436649,1482,0.2100004,0.03803333,0.36565098,0.16914499,0.5160494,0.46205187,0.1582068,0.15232702,0.05615745,0.28882438,0.22540122,0.4764489,0.5784114,0.42922372,0.48327565,0.031960726,0.84751177,0.8314353,0.9995777
"Washington County, Minnesota",-0.03424593,5516,0.009477882,0.09236666,0.17867036,0.20260224,0.38765433,0.51425815,0.15060546,0.0865688,0.069014974,0.17561683,0.72735107,0.874119,0.697556,0.5502283,0.67012686,0.063512504,0.90699506,0.9498908,0.9999124
"Norfolk County, Massachusetts",-0.03423298,8919,0.006907508,0.10866666,0.6052632,0.32899627,0.7308642,0.52546537,0.14682181,0.06227531,0.07930146,0.5761974,0.6173334,0.88177955,0.6659878,0.3995434,0.60553634,0.043912888,0.8106091,0.96357614,0.9999597
"Yadkin County, North Carolina",-0.034193601,637,0.15372823,0.03803333,0.2299169,0.18401487,0.26419753,0.5429426,0.14379749,0.08482066,0.03798127,0.20464441,0.76481926,0.66855574,0.55397147,0.5022831,0.5201846,0.056785703,0.91208285,0.8829354,0.9992114
"Santa Barbara County, California",-0.034140152,4910,0.021535404,0.10866666,0.37534627,0.16356878,0.2765432,0.37706256,0.16335563,0.12695664,0.08912086,0.5573295,0.47669595,0.03264451,0.65784115,0.38812786,0.52479815,0.054215968,0.59721273,0.90086377,0.9999424
"Montgomery County, New York",-0.034066295,995,0.07666491,0.07063332,0.3130194,0.32342008,0.36296296,0.58084935,0.20671228,0.16827957,0.073593125,0.37880987,0.7949077,0.6262033,0.53360486,0.5091324,0.47058827,0.074067235,0.87089974,0.9135628,0.99938655
"Fayette County, Pennsylvania",-0.03398124,2805,0.11195069,0.09236666,0.34903046,0.29553902,0.40246913,0.64885026,0.14504947,0.08997827,0.07011674,0.31930333,0.8398127,0.9698858,0.52647656,0.48173517,0.37600923,0.0990051,0.9700389,0.958661,0.9997615
"Frederick County, Maryland",-0.03390709,2827,0.051960666,0.10323332,0.36565098,0.3345725,0.454321,0.49485633,0.20962296,0.03823915,0.3166834,0.3280116,0.60081804,0.74697727,0.6771894,0.6141553,0.66897345,0.06794047,0.877651,0.9408561,0.9999075
"Henry County, Georgia",-0.033880427,5073,0.026651664,0.09236666,0.38919666,0.32156134,0.3308642,0.46007672,0.2205594,0.08407543,0.20706311,0.26995647,0.2916143,0.7946642,0.62118125,0.63013697,0.5755479,0.006444156,0.8962554,0.9343254,0.99991596
"Gwinnett County, Georgia",-0.033848094,12771,0.019701656,0.10866666,0.5872576,0.14498141,0.75308645,0.27660432,0.13625987,0.04026623,0.08413164,0.3773585,0.18139309,0.38589287,0.5712831,0.54109585,0.61361015,0.027620614,0.6645582,0.90436643,0.9999819
"Klickitat County, Washington",-0.033547824,297,0.10736051,0.06519999,0.0900277,0.124535315,0.21234567,0.5683606,0.22252268,0.10672624,0.20533124,0.09288824,0.7579869,0.64007926,0.5397149,0.47031963,0.4394464,0.2159335,0.9052971,0.9546728,0.998329
"Sherburne County, Minnesota",-0.033451734,3263,0.013689904,0.07606666,0.55263156,0.2007435,0.62469137,0.48893666,0.17211913,0.06271604,0.043234915,0.3773585,0.86641616,0.91561496,0.691446,0.66438353,0.65628606,0.28495753,0.95717174,0.9378855,0.9998172
"Placer County, California",-0.033252673,7591,0.02306394,0.10323332,0.47229916,0.31598514,0.42962962,0.51826304,0.19875094,0.11203102,0.06930682,0.3091437,0.6316786,0.5701359,0.7535642,0.5091324,0.54094577,0.09703171,0.8555413,0.96766067,0.9999179
"Lincoln County, Kentucky",-0.033122419,434,0.2018331,0.02173333,0.1731302,0.20817845,0.28641975,0.57556283,0.18538056,0.19108152,0.038211714,0.44847605,0.8837659,0.94351435,0.56109977,0.47260273,0.42560554,0.00343287,0.98717856,0.83921313,0.9989512
"Wilson County, North Carolina",-0.033039247,1527,0.118308485,0.08693332,0.48891968,0.23977695,0.45679012,0.50659394,0.15948348,0.15918295,0.03287891,0.54571843,0.2460503,0.67644596,0.49490833,0.4497717,0.44175318,0.09487635,0.9013505,0.92288667,0.99966115
"Broward County, Florida",-0.03302912,74072,0.01340009,0.10866666,0.43767312,0.26951674,0.39753085,0.3952495,0.18558133,0.033937868,0.069068365,0.37880987,0.3186922,0.27107853,0.6099796,0.4018265,0.5397924,0.09318274,0.6191133,0.90253496,0.99998486
"Kent County, Rhode Island",-0.032989259,3343,0.007700256,0.10866666,0.57894737,0.15613383,0.75308645,0.62264407,0.1577769,0.07927112,0.08162574,0.3701016,0.8499935,0.88407314,0.6680244,0.51598173,0.57324106,0.105682254,0.9220738,0.9603574,0.9998275
"Galveston County, Texas",-0.032986725,10255,0.045188203,0.10323332,0.53739613,0.2825279,0.5037037,0.48520094,0.18085015,0.15863854,0.09452535,0.3149492,0.49507147,0.3223803,0.6313646,0.4474886,0.5686275,0.1369955,0.80771625,0.9090122,0.99992263
"Osage County, Kansas",-0.032864916,165,0.12329417,0.03803333,0.26869807,0.32342008,0.39506173,0.57584596,0.15053535,0.14875628,0.1621918,0.35703918,0.91640687,0.9296875,0.6313646,0.5753425,0.5940023,0.02742368,0.9676548,0.8752954,0.9981597
"DeKalb County, Georgia",-0.032717219,12366,0.024939083,0.09779999,0.43490306,0.21189591,0.43703705,0.43509322,0.15140234,0.083190404,0.17070119,0.47314948,0.24357241,0.6634723,0.6120163,0.39497715,0.5282584,0.015563846,0.8113927,0.8615421,0.9999741
"Lafourche Parish, Louisiana",-0.032614432,3948,0.023876693,0.09236666,0.22576177,0.24907063,0.31358024,0.5585042,0.1714947,0.12122348,0.05191603,0.38026124,0.568589,0.86891884,0.52851325,0.42009133,0.5467128,0.3679722,0.7975846,0.83491915,0.99975634
"Tioga County, New York",-0.032580974,967,0.0733259,0.06519999,0.21052632,0.22490707,0.2617284,0.59669083,0.18870816,0.121315196,0.04407276,0.6357039,0.9271041,0.9448806,0.598778,0.56621003,0.55594003,0.13644868,0.9677888,0.91542065,0.99944896
"Stafford County, Virginia",-0.032432115,2187,0.023840979,0.09779999,0.58448756,0.14869888,0.7580247,0.45601898,0.20613116,0.052340265,0.7322239,0.19013062,0.40641093,0.6803957,0.6700611,0.66438353,0.5928489,0.02900958,0.8678934,0.9658406,0.9998836
"Essex County, Virginia",-0.032395215,157,0.14135213,0.02173333,0.42797783,0.3810409,0.33333334,0.62025595,0.18615152,0.11813393,0.101997174,0.33091438,0.33349216,0.9005923,0.5600815,0.56392694,0.56632066,0.021246493,0.9726712,0.9479386,0.99686307
"Cumberland County, Maine",-0.032290178,4482,0.034173556,0.10866666,0.54847646,0.30483273,0.5407407,0.61217964,0.15138845,0.06282561,0.06608149,0.52104497,0.830091,0.9312372,0.6608961,0.44520545,0.6309112,0.031362176,0.9156312,0.9134748,0.99990475
"Union County, North Carolina",-0.032161282,4974,0.057776783,0.09236666,0.44598338,0.22304833,0.4345679,0.4162598,0.1432504,0.052096035,0.03623722,0.3134978,0.5909684,0.64362913,0.5692464,0.47488582,0.59861594,0.12750989,0.8742136,0.9260788,0.99990004
