,total_perc_change,new_case_count_sum,religion,civic,charitable,fraternal,union,voteage,local,state,federal,politicalacts,ethnic,ethnichpn,education,incomeequal,employ,genderincome,language,commu,nonelder
"Eaton County, Michigan",-0.021767457,3719,0.035887,0.09779999,0.3836565,0.3810409,0.4148148,0.5777574,0.1491612,0.19967242,0.05381704,0.3207547,0.72167015,0.82662046,0.75254583,0.61187214,0.55594003,0.057797074,0.9428119,0.8951409,0.9997606
"Tarrant County, Texas",-0.021711061,30446,0.038598817,0.10866666,0.11911357,0.15799257,0.36790124,0.37783387,0.14543322,0.04702402,0.10548304,0.17997098,0.34472424,0.2369538,0.64358455,0.4497717,0.6009227,0.0443573,0.7210979,0.89643306,0.99998987
"Moore County, North Carolina",-0.021581025,1481,0.11149728,0.081499994,0.5166205,0.4070632,0.31851852,0.58205014,0.16304953,0.1140508,0.08206753,0.13207547,0.58512473,0.7838863,0.5386965,0.4589041,0.38638982,0.05421108,0.92804724,0.9464933,0.999535
"McKinley County, New Mexico",-0.021255796,547,0.077774666,0.08693332,0.21606648,0.14869888,0.25679013,0.43861136,0.33803618,0.14025865,0.3983563,0.5486212,0.4786501,0.5389705,0.46435845,0.39497715,0.37716264,0.028079867,0.40815818,0.0932495,0.9997387
"Miller County, Arkansas",-0.021249792,745,0.12891412,0.06519999,0.24515235,0.23977695,0.38271606,0.57429713,0.1409351,0.10971529,0.16075286,0.14949201,0.455473,0.90490246,0.6262729,0.48630136,0.47058827,0.09291345,0.96336573,0.87664014,0.9993899
"Chester County, Pennsylvania",-0.021219341,9795,0.030116273,0.10866666,0.61911356,0.3141264,0.58518517,0.5078367,0.103608586,0.049882974,0.05078274,0.532656,0.6963136,0.7774972,0.6201629,0.4520548,0.6366782,0.0567528,0.88146764,0.944465,0.9999517
"Delaware County, Ohio",-0.021161452,2566,0.022853104,0.09779999,0.5914127,0.33643124,0.46666667,0.48045105,0.16457094,0.10110919,0.04765984,0.44847605,0.7564826,0.9180469,0.6802444,0.48858446,0.6920415,0.06933457,0.92712355,0.94022393,0.9998896
"Salem County, New Jersey",-0.020934083,1428,0.07659753,0.08693332,0.30747923,0.2992565,0.37037036,0.5789692,0.21459006,0.09752198,0.06918363,0.18867925,0.5716486,0.76736945,0.6221996,0.54109585,0.48096886,0.1555382,0.9234736,0.95048106,0.99957085
"Kings County, California",-0.020847936,2953,0.023506155,0.09236666,0.22576177,0.1654275,0.29876542,0.31897053,0.23251948,0.18574187,0.20271808,0.44267052,0.38227034,0.000120521,0.55193484,0.5296804,0.33217993,0.1278171,0.5559927,0.87030464,0.99989957
"Bexar County, Texas",-0.020794475,48102,0.020652976,0.10866666,0.39473686,0.18215613,0.31111112,0.43035826,0.14362401,0.074189916,0.20361334,0.34542817,0.4035613,0.026185036,0.65071285,0.41552514,0.5374856,0.039439082,0.55042994,0.8729241,0.999988
"Cabarrus County, North Carolina",-0.020335576,4782,0.08628247,0.09779999,0.3933518,0.31040892,0.4,0.46774188,0.13621405,0.08667954,0.05079777,0.34397677,0.5412133,0.67690474,0.6659878,0.48630136,0.55824685,0.084174156,0.9007037,0.91822255,0.99987197
"El Dorado County, California",-0.020272553,3117,0.017583536,0.09779999,0.59833795,0.33828998,0.49382716,0.557531,0.21446763,0.109278664,0.07219067,0.51088536,0.7101705,0.5920412,0.75661916,0.5114155,0.527105,0.014263213,0.877122,0.97775984,0.99984413
"Lenawee County, Michigan",-0.020271359,3014,0.06471183,0.09236666,0.32686982,0.3810409,0.40246913,0.58528656,0.15773699,0.08409725,0.04970149,0.22786647,0.80259085,0.7228812,0.6313646,0.5753425,0.4579008,0.13293976,0.94184804,0.8909284,0.99973845
"Clarke County, Virginia",-0.020092294,218,0.11656203,0.07606666,0.5609418,0.38475835,0.60246915,0.5938539,0.24212635,0.0413305,0.21500424,0.43396226,0.7632457,0.86342835,0.7423625,0.51369864,0.6205306,0.053524077,0.91933,0.9423042,0.9977452
"Upson County, Georgia",-0.019953066,411,0.13236892,0.048899993,0.43905818,0.25650558,0.33333334,0.5815946,0.16422094,0.16322409,0.040626526,0.25689405,0.4286213,0.9175489,0.45010185,0.53424656,0.35755476,0.11633259,0.97094184,0.7615363,0.9989581
"Denton County, Texas",-0.019952895,10836,0.018045861,0.10866666,0.47368422,0.24535316,0.37530863,0.41256374,0.14927949,0.077015266,0.061972126,0.43541363,0.5073893,0.42250192,0.7393075,0.5091324,0.67589384,0.014586866,0.7808228,0.91479284,0.9999776
"Sumner County, Tennessee",-0.01961603,4039,0.05166113,0.09236666,0.37119114,0.4330855,0.30864197,0.54579306,0.16870739,0.061477337,0.06571767,0.30043542,0.75042427,0.8616207,0.66904277,0.51826483,0.56055367,0.11631352,0.94863325,0.8787271,0.9998453
"Middlesex County, Connecticut",-0.019269583,2351,0.022930965,0.09779999,0.59418285,0.34386617,0.6814815,0.58525366,0.16339968,0.1044335,0.06806941,0.5849057,0.7414057,0.8302623,0.691446,0.51598173,0.6170703,0.12850928,0.8781966,0.9665812,0.9998233
"Washington County, Arkansas",-0.01911532,5314,0.06934248,0.08693332,0.14404432,0.15613383,0.29382715,0.4562509,0.122870795,0.13582733,0.06900228,0.16255443,0.5655714,0.50416887,0.6680244,0.42009133,0.59861594,0.025028825,0.8226568,0.8242433,0.99990696
"Pasco County, Florida",-0.018494844,16692,0.012850202,0.09779999,0.37534627,0.20260224,0.54320985,0.58449423,0.19431508,0.04561918,0.070612945,0.1509434,0.7583519,0.61426735,0.6099796,0.4931507,0.4106113,0.052072346,0.8630133,0.89233714,0.99991816
"Osage County, Missouri",-0.018424482,273,0.16068505,0.02173333,0.54293627,0.22118959,0.58518517,0.5806167,0.04910873,0.37218934,0.04600257,0.24092889,0.9697256,0.97517055,0.5478615,0.5730593,0.62860435,0.20052516,0.9855832,0.9038231,0.9980428
"Rutherford County, Tennessee",-0.018268225,6235,0.046720855,0.10866666,0.39889196,0.37174723,0.32839507,0.49754006,0.15212172,0.09485327,0.087267436,0.15384616,0.55951643,0.7685658,0.72199595,0.55479455,0.59861594,0.04682237,0.90554863,0.85542053,0.99993396
"Jefferson County, Pennsylvania",-0.01793995,505,0.204287,0.06519999,0.21883656,0.25092936,0.3160494,0.63375103,0.11007404,0.076822,0.05984566,0.18577649,0.95933557,0.97583514,0.55600816,0.48630136,0.48327565,0.15487659,0.97097284,0.9133624,0.9992896
"Berrien County, Michigan",-0.017840542,3858,0.08514608,0.10866666,0.4072022,0.37360594,0.4074074,0.5500234,0.11826908,0.0572188,0.03606472,0.3425254,0.5244038,0.8372331,0.6262729,0.4063927,0.4636678,0.06041521,0.92173404,0.912801,0.99981296
"Butts County, Georgia",-0.017740373,619,0.09415126,0.02173333,0.1565097,0.24535316,0.29876542,0.60201925,0.250423,0.06978653,0.035188064,0.15239477,0.43056065,0.9067309,0.33604884,0.57990867,0.43137255,0.21556884,0.96830726,0.92195684,0.9990531
"Richmond County, New York",-0.017659327,12781,0.000846311,0.10866666,0.4072022,0.21561338,0.3654321,0.48734292,0.34827867,0.07220303,0.08894872,0.9230769,0.46469003,0.45392817,0.65071285,0.4931507,0.51557094,0.15503943,0.6915839,0.948793,0.99994785
"Jefferson County, Colorado",-0.017650015,12066,0.015740065,0.10866666,0.26592797,0.2788104,0.32098764,0.5745681,0.15668954,0.06172791,0.14550816,0.22931786,0.73109657,0.5259503,0.6639511,0.5,0.6205306,0.028788805,0.8878097,0.93354934,0.99995476
"Montgomery County, Ohio",-0.01728372,6716,0.049830277,0.10866666,0.40858725,0.3345725,0.37037036,0.5879755,0.17076968,0.047122937,0.14958148,0.49492016,0.4695925,0.9171283,0.6934827,0.44520545,0.47750866,0.042964637,0.9478753,0.895982,0.9999484
"Greene County, Ohio",-0.016977327,2067,0.0521016,0.08693332,0.22160664,0.22862454,0.2888889,0.605043,0.15222292,0.08127097,0.31936717,0.19448476,0.6918689,0.9161292,0.7311609,0.48401827,0.54094577,0.084412456,0.9395992,0.9288852,0.99983925
"Henry County, Indiana",-0.016943456,579,0.13937543,0.07063332,0.25069252,0.30669144,0.25432098,0.62526596,0.16218124,0.07654723,0.06615055,0.2119013,0.8997802,0.94318664,0.51731163,0.55707765,0.40023068,0.085543394,0.98014265,0.9291226,0.9993933
"Richland County, South Carolina",-0.016932802,8603,0.057325836,0.10866666,0.15235457,0.18401487,0.4,0.5638562,0.13252217,0.25762403,0.17096603,0.35849056,0.2701521,0.8284306,0.7077393,0.41780823,0.5144175,0.025810659,0.91787314,0.86963594,0.9999479
"Isle of Wight County, Virginia",-0.01686374,568,0.09072405,0.05976666,0.18421052,0.12639405,0.2074074,0.5992519,0.19366017,0.062330153,0.25449702,0.18287373,0.45612854,0.9236159,0.68533605,0.5296804,0.5997693,0.39657015,0.96110976,0.9334455,0.9991737
"Oconee County, Georgia",-0.016694079,470,0.06837659,0.05976666,0.40443215,0.39591077,0.36790124,0.49051782,0.22018157,0.23823549,0.14429936,0.31785196,0.7422812,0.8404909,0.59368634,0.46803653,0.61245674,0.001545847,0.9256558,0.9339546,0.99933577
"Madison County, North Carolina",-0.016541545,289,0.26407227,0.05433333,0.22299169,0.22490707,0.50617284,0.64591587,0.1602297,0.13572343,0.0515126,0.3555878,0.9104935,0.9229047,0.6334012,0.5045662,0.4429066,0.073890746,0.9699127,0.87432396,0.9983758
"Macomb County, Michigan",-0.016197948,39738,0.000755339,0.10866666,0.41135734,0.3550186,0.44938272,0.5506846,0.12936415,0.03739589,0.0828066,0.36429608,0.68632257,0.91351026,0.70875764,0.5502283,0.46828145,0.111723244,0.86382085,0.8970049,0.9999692
"Atkinson County, Georgia",-0.016090008,165,0.18069823,0.005433333,0.10941828,0.16728625,0.2074074,0.34813577,0.1934185,0.08620155,0.037087344,0.1161103,0.3860818,0.30427057,0.3564155,0.4520548,0.4394464,0.32637012,0.813937,0.63942885,0.99752116
"Bristol County, Massachusetts",-0.016008662,11427,0.013239051,0.10866666,0.433518,0.28624535,0.6074074,0.5515378,0.16652915,0.07439442,0.06317107,0.3846154,0.7498088,0.7880123,0.6120163,0.46347034,0.544406,0.123366,0.783667,0.9244358,0.99995166
"Gloucester County, New Jersey",-0.01577675,6264,0.02476885,0.10323332,0.45290858,0.34758365,0.5654321,0.56169873,0.19201943,0.08632871,0.11267028,0.36574745,0.6259022,0.8322146,0.7046843,0.56164384,0.5767012,0.12773675,0.9130871,0.94961447,0.99991894
"Winchester city, Virginia",-0.01574947,465,0.12140094,0.07063332,0.54155123,0.36245352,0.41234568,0.49033844,0.185999,0.024942808,0.18329512,0.48330915,0.5703989,0.5357896,0.5600815,0.41780823,0.6032295,0.11725253,0.7961744,0.8678976,0.99903023
"Waupaca County, Wisconsin",-0.015743153,471,0.09608562,0.07606666,0.44459835,0.38847584,0.18024692,0.6079904,0.16014478,0.07773298,0.039948482,0.31204644,0.9356561,0.9099894,0.5916497,0.5753425,0.5547866,0.17300767,0.9668654,0.88365954,0.99939334
"Fairfax County, Virginia",-0.015737098,10415,0.012271819,0.10866666,0.57202214,0.23048328,0.80987656,0.37211254,0.14369938,0.030707128,0.54364455,0.43976778,0.29454428,0.50157624,0.60081464,0.5273973,0.68627447,0.03351444,0.62649685,0.9546753,0.9999809
"Johnson County, Kansas",-0.015536273,9068,0.0169533,0.10866666,0.12049861,0.133829,0.21481481,0.48909712,0.13990065,0.04839362,0.07391625,0.11030479,0.69409126,0.75315595,0.6904277,0.4977169,0.70357555,0.043902636,0.8866142,0.92752945,0.99996084
"Indian River County, Florida",-0.015151465,3674,0.03522147,0.09779999,0.3102493,0.302974,0.3530864,0.59511346,0.16654506,0.038306635,0.04889794,0.4179971,0.6953889,0.6232926,0.5875764,0.3059361,0.3690888,0.032250404,0.8515354,0.89322424,0.99965984
"Davidson County, Tennessee",-0.015059208,11855,0.061503183,0.10866666,0.4362881,0.22118959,0.40246913,0.5144186,0.12680629,0.08669635,0.06931582,0.46589258,0.3317551,0.67400897,0.6395112,0.3607306,0.58131486,0.019447684,0.84700245,0.89679253,0.999967
"District of Columbia, District of Columbia",-0.014824223,8574,0.044134054,0.10866666,0.40581718,0.21375465,0.4,0.57861066,0.13039602,0.04856169,0.7063039,0.6298984,0.24768388,0.67968744,0.6130346,0.25114155,0.5213379,0.012775302,0.8477236,0.87213796,0.99996185
"Wright County, Minnesota",-0.014519671,3901,0.029831301,0.08693332,0.29916897,0.23605949,0.32592592,0.48031023,0.15745783,0.04296301,0.033659365,0.26995647,0.87337714,0.90928096,0.7281059,0.63242006,0.7070358,0.11792457,0.9554257,0.93490815,0.99984944
"Santa Clara County, California",-0.014499895,13516,0.007901162,0.10866666,0.5609418,0.22118959,0.53333336,0.32464582,0.14164525,0.041900612,0.05636944,0.46153846,0.16988188,0.225869,0.62321794,0.44520545,0.5594002,0.113195956,0.47217903,0.946232,0.9999881
"Crawford County, Pennsylvania",-0.014334175,1174,0.13971944,0.07606666,0.31578946,0.33643124,0.44691357,0.61502206,0.13698818,0.08613784,0.042098235,0.2539913,0.9046563,0.96209484,0.5254583,0.5,0.45905423,0.14367765,0.9410452,0.8994238,0.9996533
"Genesee County, New York",-0.014217652,902,0.06399358,0.048899993,0.15789473,0.19144982,0.37037036,0.59734964,0.19812042,0.15042436,0.093489744,0.14513788,0.8481451,0.90052336,0.6751527,0.543379,0.57208765,0.09668082,0.95598185,0.9187522,0.9995254
"Alamance County, North Carolina",-0.014154835,3507,0.086078964,0.09236666,0.31855956,0.30111524,0.34320986,0.5226766,0.13971496,0.13398425,0.04460879,0.32510886,0.38459945,0.6259606,0.62321794,0.47945207,0.54094577,0.053813517,0.8807307,0.9107388,0.9998167
"Volusia County, Florida",-0.013842606,19789,0.032876275,0.09779999,0.31578946,0.4070632,0.41728395,0.6279944,0.18571664,0.05431719,0.053269718,0.33091438,0.6118857,0.61984855,0.6863544,0.44292235,0.44059977,0.060991704,0.8681097,0.89836323,0.9999253
"Ventura County, California",-0.013818763,9665,0.012699639,0.10866666,0.16897507,0.19702603,0.26419753,0.3685387,0.18501009,0.054902896,0.10817303,0.21480407,0.36215436,0.048330188,0.64358455,0.47945207,0.56516725,0.13412434,0.61001915,0.9436468,0.99997276
"Kern County, California",-0.013788755,9987,0.023532113,0.10866666,0.5360111,0.401487,0.30123457,0.2788949,0.22757313,0.10464477,0.13685122,0.44847605,0.31532907,0.002189398,0.57942975,0.44063926,0.4059977,0.10729289,0.57336384,0.90462023,0.9999787
"Multnomah County, Oregon",-0.0137444,10234,0.032288443,0.10866666,0.533241,0.23605949,0.6123457,0.5305824,0.14068574,0.0640044,0.0876044,0.1436865,0.50913155,0.62770724,0.6863544,0.4041096,0.56401384,0.006851673,0.80127996,0.8890745,0.9999708
"Larue County, Kentucky",-0.013678374,205,0.16163437,0.06519999,0.18421052,0.27137548,0.40987656,0.59614855,0.16613853,0.12585033,0.10509657,0.22206096,0.83186793,0.90709376,0.5804481,0.4977169,0.44867358,0.07350445,0.96590525,0.874628,0.99808615
"Kendall County, Illinois",-0.013665538,2421,0.004884481,0.06519999,0.6163435,0.33828998,0.54320985,0.41564146,0.19098571,0.047042884,0.065794215,0.54426706,0.65169215,0.4840858,0.68126273,0.7146119,0.67128026,0.060402513,0.8332168,0.95094,0.999864
"Ashtabula County, Ohio",-0.013492079,1280,0.08570997,0.07606666,0.27839336,0.34386617,0.39753085,0.5891115,0.19210312,0.0377419,0.04117914,0.22931786,0.8305204,0.87314856,0.5692464,0.53196347,0.4544406,0.0709703,0.94867504,0.8860367,0.9997234
"Jackson County, Missouri",-0.013389704,8924,0.058307234,0.10866666,0.31717452,0.29182157,0.37037036,0.53421867,0.13673812,0.062287226,0.14463636,0.29898402,0.36885685,0.71013427,0.65071285,0.4474886,0.550173,0.029655516,0.9102325,0.87678957,0.99996436
"Wood County, West Virginia",-0.013147656,893,0.12546638,0.10866666,0.37119114,0.30669144,0.5407407,0.629484,0.1356672,0.0817949,0.18921877,0.3425254,0.91579986,0.9647125,0.6659878,0.4474886,0.46482125,0.115787745,0.981371,0.8914196,0.99964356
"Rogers County, Oklahoma",-0.013093055,1702,0.06790909,0.08693332,0.47783932,0.330855,0.32098764,0.5435,0.13261291,0.117205836,0.072253875,0.29317853,0.49767137,0.8623445,0.67617106,0.5753425,0.5963091,0.19010127,0.9542977,0.9277273,0.99970883
"Waukesha County, Wisconsin",-0.012935381,5314,0.020965707,0.10866666,0.18421052,0.22862454,0.24938272,0.5647943,0.12530473,0.030935606,0.052440453,0.19448476,0.84725463,0.85165155,0.7148676,0.520548,0.6597462,0.0657267,0.9264833,0.9636962,0.9999316
"Shelby County, Tennessee",-0.012902247,19011,0.05105474,0.10866666,0.40304708,0.37546468,0.41234568,0.49404326,0.18621133,0.06209084,0.11651341,0.42235124,0.27020103,0.8064445,0.6171079,0.34246576,0.5005767,0.034240842,0.9115239,0.872148,0.9999783
"Madison County, Alabama",-0.012868027,5224,0.06462972,0.09779999,0.44044322,0.30483273,0.41234568,0.55631053,0.13726807,0.081356935,0.33331257,0.1436865,0.40307766,0.8451382,0.6425662,0.43607306,0.544406,0.05535078,0.9299857,0.887939,0.9999276
"Jefferson County, Kentucky",-0.012729422,10763,0.03955515,0.10866666,0.33795014,0.30855018,0.50617284,0.55232555,0.118876524,0.0792262,0.07312416,0.29317853,0.46492857,0.8508708,0.6476579,0.3995434,0.5294118,0.026316404,0.92219436,0.8815312,0.99996537
"Goochland County, Virginia",-0.012663321,276,0.09169882,0.07063332,0.40581718,0.3494424,0.5160494,0.65125936,0.16809873,0.1272509,0.09997802,0.31930333,0.42474687,0.92100406,0.38594705,0.3127854,0.37946942,0.13950992,0.9320654,0.9749848,0.9985698
"Clarke County, Georgia",-0.01263674,1444,0.035217304,0.10866666,0.39058173,0.19702603,0.19506173,0.58187026,0.17546876,0.36664778,0.0633987,0.7750363,0.33732903,0.64414966,0.71588594,0.260274,0.4913495,0.000479639,0.8607454,0.7124648,0.9998609
"Providence County, Rhode Island",-0.012542829,16021,0.017769942,0.10866666,0.36426592,0.29739776,0.3728395,0.48041806,0.13357879,0.07208513,0.057656407,0.4238026,0.43276292,0.4137048,0.64154786,0.41780823,0.5098039,0.10701716,0.69214034,0.88392854,0.99996054
"Fort Bend County, Texas",-0.012457011,14268,0.013240892,0.10323332,0.55817175,0.21933086,0.6148148,0.3272994,0.18286899,0.07334417,0.075868204,0.34107402,0.17131376,0.28093803,0.6588595,0.5022831,0.627451,0.04321462,0.6144197,0.89305925,0.9999718
"Brevard County, Florida",-0.012391671,18744,0.025701044,0.10866666,0.4695291,0.37918216,0.38518518,0.6141516,0.16904168,0.044151854,0.16777617,0.38026124,0.6255658,0.7201035,0.6629328,0.46347034,0.449827,0.10177684,0.89786947,0.91195536,0.9999342
"Jefferson County, Oregon",-0.012347726,556,0.07132947,0.048899993,0.25484765,0.29182157,0.41234568,0.48613173,0.31874013,0.10617197,0.103265606,0.19303338,0.44174868,0.37211478,0.46945012,0.4977169,0.38292962,0.089446664,0.8225058,0.96226627,0.9986859
"Howard County, Maryland",-0.012295968,3267,0.021150649,0.10866666,0.36980608,0.31598514,0.22962964,0.44718656,0.15541115,0.075843275,0.44551992,0.34397677,0.30143595,0.79324865,0.6588595,0.5821918,0.69434834,0.029275894,0.7771735,0.93437165,0.9999286
"York County, Pennsylvania",-0.011873888,10675,0.052224983,0.10323332,0.28947368,0.24535316,0.36049384,0.57967997,0.12588109,0.05461418,0.08203869,0.22206096,0.7487939,0.8064618,0.60081464,0.56164384,0.6009227,0.12096256,0.9305901,0.9170544,0.99993867
"Halifax County, North Carolina",-0.011816066,825,0.14873557,0.07606666,0.2132964,0.20260224,0.32839507,0.59102446,0.21386147,0.20054878,0.045486584,0.18142235,0.25009483,0.92054874,0.4837067,0.3995434,0.33217993,0.008689344,0.9690527,0.91008395,0.9994607
"Okaloosa County, Florida",-0.011660159,4222,0.060021035,0.09236666,0.32548475,0.30669144,0.28395063,0.57089466,0.14041798,0.05102509,0.4273696,0.16835994,0.5891671,0.75884926,0.7209776,0.49086756,0.5098039,0.092469335,0.907167,0.8344567,0.9998617
"Jefferson County, Missouri",-0.011428111,4008,0.024133634,0.09236666,0.16620499,0.14869888,0.14567901,0.56339574,0.110182166,0.052973356,0.07028836,0.24818578,0.9158078,0.9396611,0.6771894,0.60958904,0.5893887,0.12628055,0.96355844,0.93486774,0.99990255
"Brazos County, Texas",-0.011360711,7087,0.028552923,0.10323332,0.42520776,0.2007435,0.23950617,0.50540185,0.15608281,0.387587,0.063720934,0.77068216,0.458601,0.3086142,0.73421586,0.2648402,0.53056514,0.035352826,0.783318,0.8340122,0.9999247
"Schenectady County, New York",-0.01135658,2287,0.027659511,0.09236666,0.16204986,0.17843866,0.2074074,0.55698144,0.19439702,0.19663973,0.08491673,0.3773585,0.56979924,0.80134165,0.6598778,0.5091324,0.5536332,0.057771564,0.8985438,0.9195234,0.99981964
"Queens County, New York",-0.011301755,41230,0.012701456,0.10866666,0.18559557,0.18959108,0.11111111,0.30649906,0.21771587,0.042481218,0.08432117,0.4107402,0.06772941,0.2121309,0.57331973,0.48401827,0.5224914,0.0939216,0.41495907,0.8668008,0.99998885
"Grant County, West Virginia",-0.011157744,195,0.24113807,0.02173333,0.14542936,0.23048328,0.29135802,0.6335535,0.1283257,0.16638254,0.06320844,0.14804064,0.945357,0.9661266,0.5947047,0.5707762,0.5963091,0.061576724,0.9921681,0.9096545,0.99738854
"Harford County, Maryland",-0.011128163,4047,0.027346011,0.08693332,0.10526316,0.12267658,0.20987654,0.5554787,0.1839671,0.064629465,0.3284392,0.10449927,0.5946497,0.87265277,0.73828924,0.5821918,0.638985,0.07854664,0.9246529,0.9332111,0.99990374
"Worcester County, Massachusetts",-0.011109144,11384,0.023263535,0.10866666,0.4501385,0.31226766,0.5234568,0.51783794,0.1628047,0.08981876,0.060502987,0.29608127,0.70643246,0.67641073,0.66191447,0.48401827,0.57439446,0.093952715,0.82123035,0.9257594,0.99997
"Los Angeles County, California",-0.01107989,109163,0.012885994,0.10866666,0.35457063,0.133829,0.47901234,0.28605098,0.1715555,0.054708056,0.057108857,0.35123366,0.1303199,0.003288627,0.5916497,0.3561644,0.5213379,0.053424656,0.4123932,0.9189437,0.99999785
"New London County, Connecticut",-0.011030737,3438,0.0324748,0.09236666,0.4875346,0.31226766,0.5728395,0.56915694,0.18686326,0.080391675,0.11405714,0.19013062,0.59558916,0.71124613,0.67107946,0.51826483,0.5697808,0.06417978,0.8604783,0.93474454,0.99990296
"Ozaukee County, Wisconsin",-0.01102008,979,0.029261708,0.09236666,0.37950137,0.25464684,0.2765432,0.5816873,0.12867908,0.02950719,0.03592186,0.21770681,0.8830087,0.9133482,0.70672095,0.44520545,0.6574394,0.10419804,0.9337119,0.9633457,0.9996721
"Aiken County, South Carolina",-0.010869193,2628,0.092437826,0.07606666,0.3434903,0.302974,0.3160494,0.5843953,0.15757589,0.10535452,0.239577,0.32510886,0.41590285,0.82919556,0.55397147,0.41552514,0.47404847,0.03635031,0.94121784,0.8528325,0.99981844
"Escambia County, Florida",-0.010262174,6615,0.0599233,0.10866666,0.36842105,0.29553902,0.3037037,0.5947154,0.1642498,0.07594634,0.214301,0.40928882,0.39672756,0.8283722,0.700611,0.43150687,0.4152249,0.057694376,0.91468996,0.819013,0.99991006
"Collin County, Texas",-0.009999987,13629,0.015241332,0.10323332,0.5166205,0.2732342,0.41234568,0.3781174,0.13134526,0.041945446,0.05599374,0.39912918,0.464145,0.5126583,0.6598778,0.5045662,0.6839677,0.03827393,0.7438909,0.93408614,0.9999794
"Kay County, Oklahoma",-0.009965488,408,0.13096368,0.081499994,0.5263158,0.267658,0.491358,0.5474281,0.16294983,0.11990928,0.08609889,0.33236575,0.5622688,0.7655917,0.5804481,0.4589041,0.4971165,0.06933355,0.9341036,0.8487975,0.9993466
"Mercer County, New Jersey",-0.009941101,5749,0.02504824,0.10866666,0.53185594,0.2527881,0.5802469,0.44613162,0.16751969,0.1813135,0.06108086,0.27866474,0.30384892,0.51675916,0.62118125,0.38584477,0.5363322,0.059084535,0.72682244,0.892361,0.99993396
"Madera County, California",-0.009938152,2571,0.031100051,0.08693332,0.3559557,0.18587361,0.3234568,0.27538443,0.18822688,0.11199604,0.07687547,0.42960814,0.53423417,0.001486957,0.47759676,0.46575344,0.34717417,0.06417841,0.5621293,0.9222624,0.99985564
"Williamson County, Texas",-0.009872163,11520,0.021859217,0.10866666,0.37534627,0.33828998,0.44691357,0.4280074,0.17517821,0.118829265,0.065780774,0.35703918,0.5486201,0.30436003,0.68533605,0.6278539,0.644752,0.06341332,0.7929652,0.92196,0.999957
"Livingston County, Michigan",-0.009801956,6235,0.010686575,0.09236666,0.48476455,0.37918216,0.54567903,0.5451455,0.12426177,0.059391104,0.044442587,0.28447026,0.91388726,0.9264552,0.72708756,0.5890411,0.56401384,0.035989344,0.95550364,0.93207616,0.9998786
"Rockingham County, Virginia",-0.009785638,915,0.124036185,0.07606666,0.50831026,0.31040892,0.4074074,0.5534322,0.17141908,0.1141783,0.053850845,0.24963716,0.88821644,0.8092839,0.5784114,0.47716898,0.61591697,0.121117234,0.924435,0.8959694,0.99962205
"Barton County, Kansas",-0.009443014,177,0.13462852,0.07063332,0.43490306,0.27137548,0.4419753,0.5145066,0.1845651,0.12445137,0.031610623,0.34107402,0.7927318,0.5691052,0.6150713,0.48173517,0.6297578,0.11752671,0.88197136,0.887431,0.99888575
"Montgomery County, Maryland",-0.009287741,7983,0.025139995,0.10866666,0.61911356,0.23977695,0.6320988,0.3485109,0.13641113,0.03812842,0.51639634,0.17997098,0.20574379,0.46158057,0.5947047,0.43835616,0.6678201,0.027780652,0.60897785,0.9416388,0.9999753
"Baltimore city, Maryland",-0.00912985,12340,0.049061436,0.10866666,0.3227147,0.23977695,0.38518518,0.5650946,0.18714844,0.15811235,0.19681805,0.43976778,0.3498165,0.85835886,0.592668,0.34246576,0.4359862,0.029055655,0.90542215,0.8189093,0.9999639
"Alachua County, Florida",-0.00903486,6024,0.05952625,0.10323332,0.46537396,0.26208177,0.3234568,0.60942423,0.16706811,0.35581148,0.09620978,0.6995646,0.40286815,0.7050598,0.72199595,0.29452056,0.5121107,0.012471199,0.85861427,0.7636114,0.9999183
"Rapides Parish, Louisiana",-0.00900915,3520,0.11231417,0.08693332,0.46537396,0.35315984,0.38271606,0.5504328,0.18910046,0.1709377,0.1547254,0.3352685,0.361399,0.90255797,0.5855397,0.39497715,0.4936563,0.08475977,0.9527438,0.87939715,0.99980444
"San Mateo County, California",-0.00899742,6601,0.006176837,0.10866666,0.23545706,0.18587361,0.25925925,0.38962096,0.17018978,0.04941945,0.08276404,0.2322206,0.24845576,0.26128513,0.6527495,0.4063927,0.59746253,0.043439865,0.53391796,0.9566923,0.99996406
"Summit County, Ohio",-0.008968632,8004,0.035657473,0.10866666,0.40304708,0.3494424,0.4271605,0.58943397,0.16872111,0.047486525,0.050203808,0.36719882,0.5809107,0.94060886,0.6527495,0.43150687,0.5351788,0.07479441,0.9405212,0.80507207,0.9999504
"Henderson County, North Carolina",-0.008877226,1711,0.07586368,0.09779999,0.16897507,0.25836432,0.3530864,0.5745062,0.13982928,0.067615114,0.050098594,0.1509434,0.71631575,0.6648206,0.5101833,0.48630136,0.47404847,0.054528236,0.8893955,0.88970983,0.9996195
"Duval County, Florida",-0.008870216,39581,0.045010816,0.10866666,0.3739612,0.25092936,0.39753085,0.53641015,0.1288788,0.056599665,0.14814322,0.37880987,0.30896062,0.7380405,0.66496944,0.44520545,0.5363322,0.05162388,0.86834,0.8329541,0.9999754
